Country,MarketYear,CalendarYear,Month,Attribute,Value,CommodityCode
Sri Lanka,2023,2024,02,MY Exports,3.0,0813100
Sri Lanka,2023,2024,02,MY Exp. to EU,0.0,0813100
Sri Lanka,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Sri Lanka,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Sri Lanka,2023,2024,02,Feed Waste Dom. Cons.,230.0,0813100
Sri Lanka,2023,2024,02,Total Dom. Cons.,230.0,0813100
Sri Lanka,2023,2024,02,Ending Stocks,8.0,0813100
Sri Lanka,2023,2024,02,Total Distribution,241.0,0813100
Sri Lanka,2023,2024,02,CY Imports,235.0,0813100
Sri Lanka,2023,2024,02,CY Imp. from U.S.,160.0,0813100
Sri Lanka,2023,2024,02,CY Exports,3.0,0813100
Sri Lanka,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Sri Lanka,2023,2024,02,SME,230.0,0813100
China,2023,2024,02,Crush,98000.0,0813100
China,2023,2024,02,"Extr. Rate, 999.9999",0.792,0813100
China,2023,2024,02,Beginning Stocks,878.0,0813100
China,2023,2024,02,Production,77616.0,0813100
China,2023,2024,02,MY Imports,50.0,0813100
China,2023,2024,02,MY Imp. from U.S.,5.0,0813100
China,2023,2024,02,MY Imp. from EU,5.0,0813100
China,2023,2024,02,Total Supply,78544.0,0813100
China,2023,2024,02,MY Exports,1000.0,0813100
China,2023,2024,02,MY Exp. to EU,25.0,0813100
China,2023,2024,02,Industrial Dom. Cons.,1150.0,0813100
China,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
China,2023,2024,02,Feed Waste Dom. Cons.,75600.0,0813100
China,2023,2024,02,Total Dom. Cons.,76750.0,0813100
China,2023,2024,02,Ending Stocks,794.0,0813100
China,2023,2024,02,Total Distribution,78544.0,0813100
China,2023,2024,02,CY Imports,50.0,0813100
China,2023,2024,02,CY Imp. from U.S.,10.0,0813100
China,2023,2024,02,CY Exports,900.0,0813100
China,2023,2024,02,CY Exp. to U.S.,5.0,0813100
China,2023,2024,02,SME,75600.0,0813100
Chile,2023,2024,02,Crush,90.0,0813100
Chile,2023,2024,02,"Extr. Rate, 999.9999",0.7889,0813100
Chile,2023,2024,02,Beginning Stocks,45.0,0813100
Chile,2023,2024,02,Production,71.0,0813100
Chile,2023,2024,02,MY Imports,1140.0,0813100
Chile,2023,2024,02,MY Imp. from U.S.,60.0,0813100
Chile,2023,2024,02,MY Imp. from EU,0.0,0813100
Chile,2023,2024,02,Total Supply,1256.0,0813100
Chile,2023,2024,02,MY Exports,0.0,0813100
Chile,2023,2024,02,MY Exp. to EU,0.0,0813100
Chile,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Chile,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Chile,2023,2024,02,Feed Waste Dom. Cons.,1160.0,0813100
Chile,2023,2024,02,Total Dom. Cons.,1160.0,0813100
Chile,2023,2024,02,Ending Stocks,96.0,0813100
Chile,2023,2024,02,Total Distribution,1256.0,0813100
Chile,2023,2024,02,CY Imports,1150.0,0813100
Chile,2023,2024,02,CY Imp. from U.S.,60.0,0813100
Chile,2023,2024,02,CY Exports,0.0,0813100
Chile,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Chile,2023,2024,02,SME,1160.0,0813100
Colombia,2023,2024,02,Crush,575.0,0813100
Colombia,2023,2024,02,"Extr. Rate, 999.9999",0.7861,0813100
Colombia,2023,2024,02,Beginning Stocks,152.0,0813100
Colombia,2023,2024,02,Production,452.0,0813100
Colombia,2023,2024,02,MY Imports,1850.0,0813100
Colombia,2023,2024,02,MY Imp. from U.S.,1450.0,0813100
Colombia,2023,2024,02,MY Imp. from EU,0.0,0813100
Colombia,2023,2024,02,Total Supply,2454.0,0813100
Colombia,2023,2024,02,MY Exports,2.0,0813100
Colombia,2023,2024,02,MY Exp. to EU,0.0,0813100
Colombia,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Colombia,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Colombia,2023,2024,02,Feed Waste Dom. Cons.,2225.0,0813100
Colombia,2023,2024,02,Total Dom. Cons.,2225.0,0813100
Colombia,2023,2024,02,Ending Stocks,227.0,0813100
Colombia,2023,2024,02,Total Distribution,2454.0,0813100
Colombia,2023,2024,02,CY Imports,1850.0,0813100
Colombia,2023,2024,02,CY Imp. from U.S.,1375.0,0813100
Colombia,2023,2024,02,CY Exports,0.0,0813100
Colombia,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Colombia,2023,2024,02,SME,2225.0,0813100
Costa Rica,2023,2024,02,Crush,280.0,0813100
Costa Rica,2023,2024,02,"Extr. Rate, 999.9999",0.7893,0813100
Costa Rica,2023,2024,02,Beginning Stocks,21.0,0813100
Costa Rica,2023,2024,02,Production,221.0,0813100
Costa Rica,2023,2024,02,MY Imports,150.0,0813100
Costa Rica,2023,2024,02,MY Imp. from U.S.,140.0,0813100
Costa Rica,2023,2024,02,MY Imp. from EU,0.0,0813100
Costa Rica,2023,2024,02,Total Supply,392.0,0813100
Costa Rica,2023,2024,02,MY Exports,0.0,0813100
Costa Rica,2023,2024,02,MY Exp. to EU,0.0,0813100
Costa Rica,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Costa Rica,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Costa Rica,2023,2024,02,Feed Waste Dom. Cons.,345.0,0813100
Costa Rica,2023,2024,02,Total Dom. Cons.,345.0,0813100
Costa Rica,2023,2024,02,Ending Stocks,47.0,0813100
Costa Rica,2023,2024,02,Total Distribution,392.0,0813100
Costa Rica,2023,2024,02,CY Imports,150.0,0813100
Costa Rica,2023,2024,02,CY Imp. from U.S.,140.0,0813100
Costa Rica,2023,2024,02,CY Exports,0.0,0813100
Costa Rica,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Costa Rica,2023,2024,02,SME,345.0,0813100
Cuba,2023,2024,02,Crush,40.0,0813100
Cuba,2023,2024,02,"Extr. Rate, 999.9999",0.775,0813100
Cuba,2023,2024,02,Beginning Stocks,15.0,0813100
Cuba,2023,2024,02,Production,31.0,0813100
Cuba,2023,2024,02,MY Imports,150.0,0813100
Cuba,2023,2024,02,MY Imp. from U.S.,0.0,0813100
Cuba,2023,2024,02,MY Imp. from EU,0.0,0813100
Cuba,2023,2024,02,Total Supply,196.0,0813100
Cuba,2023,2024,02,MY Exports,0.0,0813100
Cuba,2023,2024,02,MY Exp. to EU,0.0,0813100
Cuba,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Cuba,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Cuba,2023,2024,02,Feed Waste Dom. Cons.,175.0,0813100
Cuba,2023,2024,02,Total Dom. Cons.,175.0,0813100
Cuba,2023,2024,02,Ending Stocks,21.0,0813100
Cuba,2023,2024,02,Total Distribution,196.0,0813100
Cuba,2023,2024,02,CY Imports,150.0,0813100
Cuba,2023,2024,02,CY Imp. from U.S.,0.0,0813100
Cuba,2023,2024,02,CY Exports,0.0,0813100
Cuba,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Cuba,2023,2024,02,SME,175.0,0813100
Benin,2023,2024,02,Crush,60.0,0813100
Benin,2023,2024,02,"Extr. Rate, 999.9999",0.7833,0813100
Benin,2023,2024,02,Beginning Stocks,0.0,0813100
Benin,2023,2024,02,Production,47.0,0813100
Benin,2023,2024,02,MY Imports,0.0,0813100
Benin,2023,2024,02,MY Imp. from U.S.,0.0,0813100
Benin,2023,2024,02,MY Imp. from EU,0.0,0813100
Benin,2023,2024,02,Total Supply,47.0,0813100
Benin,2023,2024,02,MY Exports,2.0,0813100
Benin,2023,2024,02,MY Exp. to EU,0.0,0813100
Benin,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Benin,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Benin,2023,2024,02,Feed Waste Dom. Cons.,45.0,0813100
Benin,2023,2024,02,Total Dom. Cons.,45.0,0813100
Benin,2023,2024,02,Ending Stocks,0.0,0813100
Benin,2023,2024,02,Total Distribution,47.0,0813100
Benin,2023,2024,02,CY Imports,0.0,0813100
Benin,2023,2024,02,CY Imp. from U.S.,0.0,0813100
Benin,2023,2024,02,CY Exports,2.0,0813100
Benin,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Benin,2023,2024,02,SME,45.0,0813100
Dominican Republic,2023,2024,02,Crush,0.0,0813100
Dominican Republic,2023,2024,02,"Extr. Rate, 999.9999",0.0,0813100
Dominican Republic,2023,2024,02,Beginning Stocks,6.0,0813100
Dominican Republic,2023,2024,02,Production,0.0,0813100
Dominican Republic,2023,2024,02,MY Imports,525.0,0813100
Dominican Republic,2023,2024,02,MY Imp. from U.S.,475.0,0813100
Dominican Republic,2023,2024,02,MY Imp. from EU,0.0,0813100
Dominican Republic,2023,2024,02,Total Supply,531.0,0813100
Dominican Republic,2023,2024,02,MY Exports,0.0,0813100
Dominican Republic,2023,2024,02,MY Exp. to EU,0.0,0813100
Dominican Republic,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Dominican Republic,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Dominican Republic,2023,2024,02,Feed Waste Dom. Cons.,515.0,0813100
Dominican Republic,2023,2024,02,Total Dom. Cons.,515.0,0813100
Dominican Republic,2023,2024,02,Ending Stocks,16.0,0813100
Dominican Republic,2023,2024,02,Total Distribution,531.0,0813100
Dominican Republic,2023,2024,02,CY Imports,525.0,0813100
Dominican Republic,2023,2024,02,CY Imp. from U.S.,475.0,0813100
Dominican Republic,2023,2024,02,CY Exports,0.0,0813100
Dominican Republic,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Dominican Republic,2023,2024,02,SME,515.0,0813100
European Union,2023,2024,02,Crush,14900.0,0813100
European Union,2023,2024,02,"Extr. Rate, 999.9999",0.79,0813100
European Union,2023,2024,02,Beginning Stocks,435.0,0813100
European Union,2023,2024,02,Production,11771.0,0813100
European Union,2023,2024,02,MY Imports,15800.0,0813100
European Union,2023,2024,02,MY Imp. from U.S.,450.0,0813100
European Union,2023,2024,02,MY Imp. from EU,0.0,0813100
European Union,2023,2024,02,Total Supply,28006.0,0813100
European Union,2023,2024,02,MY Exports,700.0,0813100
European Union,2023,2024,02,MY Exp. to EU,0.0,0813100
European Union,2023,2024,02,Industrial Dom. Cons.,10.0,0813100
European Union,2023,2024,02,Food Use Dom. Cons.,32.0,0813100
European Union,2023,2024,02,Feed Waste Dom. Cons.,26800.0,0813100
European Union,2023,2024,02,Total Dom. Cons.,26842.0,0813100
European Union,2023,2024,02,Ending Stocks,464.0,0813100
European Union,2023,2024,02,Total Distribution,28006.0,0813100
European Union,2023,2024,02,CY Imports,17000.0,0813100
European Union,2023,2024,02,CY Imp. from U.S.,450.0,0813100
European Union,2023,2024,02,CY Exports,850.0,0813100
European Union,2023,2024,02,CY Exp. to U.S.,1.0,0813100
European Union,2023,2024,02,SME,26800.0,0813100
Ecuador,2023,2024,02,Crush,29.0,0813100
Ecuador,2023,2024,02,"Extr. Rate, 999.9999",0.7586,0813100
Ecuador,2023,2024,02,Beginning Stocks,179.0,0813100
Ecuador,2023,2024,02,Production,22.0,0813100
Ecuador,2023,2024,02,MY Imports,1850.0,0813100
Ecuador,2023,2024,02,MY Imp. from U.S.,650.0,0813100
Ecuador,2023,2024,02,MY Imp. from EU,0.0,0813100
Ecuador,2023,2024,02,Total Supply,2051.0,0813100
Ecuador,2023,2024,02,MY Exports,0.0,0813100
Ecuador,2023,2024,02,MY Exp. to EU,0.0,0813100
Ecuador,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Ecuador,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Ecuador,2023,2024,02,Feed Waste Dom. Cons.,1875.0,0813100
Ecuador,2023,2024,02,Total Dom. Cons.,1875.0,0813100
Ecuador,2023,2024,02,Ending Stocks,176.0,0813100
Ecuador,2023,2024,02,Total Distribution,2051.0,0813100
Ecuador,2023,2024,02,CY Imports,1850.0,0813100
Ecuador,2023,2024,02,CY Imp. from U.S.,700.0,0813100
Ecuador,2023,2024,02,CY Exports,0.0,0813100
Ecuador,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Ecuador,2023,2024,02,SME,1875.0,0813100
Egypt,2023,2024,02,Crush,2950.0,0813100
Egypt,2023,2024,02,"Extr. Rate, 999.9999",0.7902,0813100
Egypt,2023,2024,02,Beginning Stocks,324.0,0813100
Egypt,2023,2024,02,Production,2331.0,0813100
Egypt,2023,2024,02,MY Imports,725.0,0813100
Egypt,2023,2024,02,MY Imp. from U.S.,1.0,0813100
Egypt,2023,2024,02,MY Imp. from EU,0.0,0813100
Egypt,2023,2024,02,Total Supply,3380.0,0813100
Egypt,2023,2024,02,MY Exports,2.0,0813100
Egypt,2023,2024,02,MY Exp. to EU,0.0,0813100
Egypt,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Egypt,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Egypt,2023,2024,02,Feed Waste Dom. Cons.,3050.0,0813100
Egypt,2023,2024,02,Total Dom. Cons.,3050.0,0813100
Egypt,2023,2024,02,Ending Stocks,328.0,0813100
Egypt,2023,2024,02,Total Distribution,3380.0,0813100
Egypt,2023,2024,02,CY Imports,250.0,0813100
Egypt,2023,2024,02,CY Imp. from U.S.,1.0,0813100
Egypt,2023,2024,02,CY Exports,10.0,0813100
Egypt,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Egypt,2023,2024,02,SME,3050.0,0813100
El Salvador,2023,2024,02,Crush,0.0,0813100
El Salvador,2023,2024,02,"Extr. Rate, 999.9999",0.0,0813100
El Salvador,2023,2024,02,Beginning Stocks,16.0,0813100
El Salvador,2023,2024,02,Production,0.0,0813100
El Salvador,2023,2024,02,MY Imports,260.0,0813100
El Salvador,2023,2024,02,MY Imp. from U.S.,250.0,0813100
El Salvador,2023,2024,02,MY Imp. from EU,0.0,0813100
El Salvador,2023,2024,02,Total Supply,276.0,0813100
El Salvador,2023,2024,02,MY Exports,2.0,0813100
El Salvador,2023,2024,02,MY Exp. to EU,0.0,0813100
El Salvador,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
El Salvador,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
El Salvador,2023,2024,02,Feed Waste Dom. Cons.,250.0,0813100
El Salvador,2023,2024,02,Total Dom. Cons.,250.0,0813100
El Salvador,2023,2024,02,Ending Stocks,24.0,0813100
El Salvador,2023,2024,02,Total Distribution,276.0,0813100
El Salvador,2023,2024,02,CY Imports,260.0,0813100
El Salvador,2023,2024,02,CY Imp. from U.S.,250.0,0813100
El Salvador,2023,2024,02,CY Exports,1.0,0813100
El Salvador,2023,2024,02,CY Exp. to U.S.,0.0,0813100
El Salvador,2023,2024,02,SME,250.0,0813100
Ethiopia,2023,2024,02,Crush,85.0,0813100
Ethiopia,2023,2024,02,"Extr. Rate, 999.9999",0.7882,0813100
Ethiopia,2023,2024,02,Beginning Stocks,0.0,0813100
Ethiopia,2023,2024,02,Production,67.0,0813100
Ethiopia,2023,2024,02,MY Imports,0.0,0813100
Ethiopia,2023,2024,02,MY Imp. from U.S.,0.0,0813100
Ethiopia,2023,2024,02,MY Imp. from EU,0.0,0813100
Ethiopia,2023,2024,02,Total Supply,67.0,0813100
Ethiopia,2023,2024,02,MY Exports,45.0,0813100
Ethiopia,2023,2024,02,MY Exp. to EU,6.0,0813100
Ethiopia,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Ethiopia,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Ethiopia,2023,2024,02,Feed Waste Dom. Cons.,22.0,0813100
Ethiopia,2023,2024,02,Total Dom. Cons.,22.0,0813100
Ethiopia,2023,2024,02,Ending Stocks,0.0,0813100
Ethiopia,2023,2024,02,Total Distribution,67.0,0813100
Ethiopia,2023,2024,02,CY Imports,0.0,0813100
Ethiopia,2023,2024,02,CY Imp. from U.S.,0.0,0813100
Ethiopia,2023,2024,02,CY Exports,45.0,0813100
Ethiopia,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Ethiopia,2023,2024,02,SME,22.0,0813100
Georgia,2023,2024,02,Crush,3.0,0813100
Georgia,2023,2024,02,"Extr. Rate, 999.9999",0.6667,0813100
Georgia,2023,2024,02,Beginning Stocks,1.0,0813100
Georgia,2023,2024,02,Production,2.0,0813100
Georgia,2023,2024,02,MY Imports,60.0,0813100
Georgia,2023,2024,02,MY Imp. from U.S.,5.0,0813100
Georgia,2023,2024,02,MY Imp. from EU,5.0,0813100
Georgia,2023,2024,02,Total Supply,63.0,0813100
Georgia,2023,2024,02,MY Exports,34.0,0813100
Georgia,2023,2024,02,MY Exp. to EU,0.0,0813100
Georgia,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Georgia,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Georgia,2023,2024,02,Feed Waste Dom. Cons.,28.0,0813100
Georgia,2023,2024,02,Total Dom. Cons.,28.0,0813100
Georgia,2023,2024,02,Ending Stocks,1.0,0813100
Georgia,2023,2024,02,Total Distribution,63.0,0813100
Georgia,2023,2024,02,CY Imports,60.0,0813100
Georgia,2023,2024,02,CY Imp. from U.S.,5.0,0813100
Georgia,2023,2024,02,CY Exports,34.0,0813100
Georgia,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Georgia,2023,2024,02,SME,28.0,0813100
Ghana,2023,2024,02,Crush,145.0,0813100
Ghana,2023,2024,02,"Extr. Rate, 999.9999",0.7862,0813100
Ghana,2023,2024,02,Beginning Stocks,17.0,0813100
Ghana,2023,2024,02,Production,114.0,0813100
Ghana,2023,2024,02,MY Imports,80.0,0813100
Ghana,2023,2024,02,MY Imp. from U.S.,0.0,0813100
Ghana,2023,2024,02,MY Imp. from EU,0.0,0813100
Ghana,2023,2024,02,Total Supply,211.0,0813100
Ghana,2023,2024,02,MY Exports,0.0,0813100
Ghana,2023,2024,02,MY Exp. to EU,0.0,0813100
Ghana,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Ghana,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Ghana,2023,2024,02,Feed Waste Dom. Cons.,185.0,0813100
Ghana,2023,2024,02,Total Dom. Cons.,185.0,0813100
Ghana,2023,2024,02,Ending Stocks,26.0,0813100
Ghana,2023,2024,02,Total Distribution,211.0,0813100
Ghana,2023,2024,02,CY Imports,80.0,0813100
Ghana,2023,2024,02,CY Imp. from U.S.,5.0,0813100
Ghana,2023,2024,02,CY Exports,0.0,0813100
Ghana,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Ghana,2023,2024,02,SME,185.0,0813100
Guatemala,2023,2024,02,Crush,41.0,0813100
Guatemala,2023,2024,02,"Extr. Rate, 999.9999",0.7805,0813100
Guatemala,2023,2024,02,Beginning Stocks,20.0,0813100
Guatemala,2023,2024,02,Production,32.0,0813100
Guatemala,2023,2024,02,MY Imports,560.0,0813100
Guatemala,2023,2024,02,MY Imp. from U.S.,530.0,0813100
Guatemala,2023,2024,02,MY Imp. from EU,0.0,0813100
Guatemala,2023,2024,02,Total Supply,612.0,0813100
Guatemala,2023,2024,02,MY Exports,1.0,0813100
Guatemala,2023,2024,02,MY Exp. to EU,0.0,0813100
Guatemala,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Guatemala,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Guatemala,2023,2024,02,Feed Waste Dom. Cons.,585.0,0813100
Guatemala,2023,2024,02,Total Dom. Cons.,585.0,0813100
Guatemala,2023,2024,02,Ending Stocks,26.0,0813100
Guatemala,2023,2024,02,Total Distribution,612.0,0813100
Guatemala,2023,2024,02,CY Imports,560.0,0813100
Guatemala,2023,2024,02,CY Imp. from U.S.,525.0,0813100
Guatemala,2023,2024,02,CY Exports,1.0,0813100
Guatemala,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Guatemala,2023,2024,02,SME,585.0,0813100
Guyana,2023,2024,02,Crush,0.0,0813100
Guyana,2023,2024,02,"Extr. Rate, 999.9999",0.0,0813100
Guyana,2023,2024,02,Beginning Stocks,4.0,0813100
Guyana,2023,2024,02,Production,0.0,0813100
Guyana,2023,2024,02,MY Imports,40.0,0813100
Guyana,2023,2024,02,MY Imp. from U.S.,40.0,0813100
Guyana,2023,2024,02,MY Imp. from EU,0.0,0813100
Guyana,2023,2024,02,Total Supply,44.0,0813100
Guyana,2023,2024,02,MY Exports,0.0,0813100
Guyana,2023,2024,02,MY Exp. to EU,0.0,0813100
Guyana,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Guyana,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Guyana,2023,2024,02,Feed Waste Dom. Cons.,40.0,0813100
Guyana,2023,2024,02,Total Dom. Cons.,40.0,0813100
Guyana,2023,2024,02,Ending Stocks,4.0,0813100
Guyana,2023,2024,02,Total Distribution,44.0,0813100
Guyana,2023,2024,02,CY Imports,42.0,0813100
Guyana,2023,2024,02,CY Imp. from U.S.,40.0,0813100
Guyana,2023,2024,02,CY Exports,0.0,0813100
Guyana,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Guyana,2023,2024,02,SME,40.0,0813100
Honduras,2023,2024,02,Crush,0.0,0813100
Honduras,2023,2024,02,"Extr. Rate, 999.9999",0.0,0813100
Honduras,2023,2024,02,Beginning Stocks,32.0,0813100
Honduras,2023,2024,02,Production,0.0,0813100
Honduras,2023,2024,02,MY Imports,400.0,0813100
Honduras,2023,2024,02,MY Imp. from U.S.,395.0,0813100
Honduras,2023,2024,02,MY Imp. from EU,0.0,0813100
Honduras,2023,2024,02,Total Supply,432.0,0813100
Honduras,2023,2024,02,MY Exports,20.0,0813100
Honduras,2023,2024,02,MY Exp. to EU,0.0,0813100
Honduras,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Honduras,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Honduras,2023,2024,02,Feed Waste Dom. Cons.,380.0,0813100
Honduras,2023,2024,02,Total Dom. Cons.,380.0,0813100
Honduras,2023,2024,02,Ending Stocks,32.0,0813100
Honduras,2023,2024,02,Total Distribution,432.0,0813100
Honduras,2023,2024,02,CY Imports,400.0,0813100
Honduras,2023,2024,02,CY Imp. from U.S.,395.0,0813100
Honduras,2023,2024,02,CY Exports,20.0,0813100
Honduras,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Honduras,2023,2024,02,SME,380.0,0813100
Indonesia,2023,2024,02,Crush,0.0,0813100
Indonesia,2023,2024,02,"Extr. Rate, 999.9999",0.0,0813100
Indonesia,2023,2024,02,Beginning Stocks,251.0,0813100
Indonesia,2023,2024,02,Production,0.0,0813100
Indonesia,2023,2024,02,MY Imports,5725.0,0813100
Indonesia,2023,2024,02,MY Imp. from U.S.,250.0,0813100
Indonesia,2023,2024,02,MY Imp. from EU,1.0,0813100
Indonesia,2023,2024,02,Total Supply,5976.0,0813100
Indonesia,2023,2024,02,MY Exports,0.0,0813100
Indonesia,2023,2024,02,MY Exp. to EU,0.0,0813100
Indonesia,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Indonesia,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Indonesia,2023,2024,02,Feed Waste Dom. Cons.,5650.0,0813100
Indonesia,2023,2024,02,Total Dom. Cons.,5650.0,0813100
Indonesia,2023,2024,02,Ending Stocks,326.0,0813100
Indonesia,2023,2024,02,Total Distribution,5976.0,0813100
Indonesia,2023,2024,02,CY Imports,5600.0,0813100
Indonesia,2023,2024,02,CY Imp. from U.S.,250.0,0813100
Indonesia,2023,2024,02,CY Exports,0.0,0813100
Indonesia,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Indonesia,2023,2024,02,SME,5650.0,0813100
India,2023,2024,02,Crush,10500.0,0813100
India,2023,2024,02,"Extr. Rate, 999.9999",0.8,0813100
India,2023,2024,02,Beginning Stocks,170.0,0813100
India,2023,2024,02,Production,8400.0,0813100
India,2023,2024,02,MY Imports,50.0,0813100
India,2023,2024,02,MY Imp. from U.S.,0.0,0813100
India,2023,2024,02,MY Imp. from EU,0.0,0813100
India,2023,2024,02,Total Supply,8620.0,0813100
India,2023,2024,02,MY Exports,1200.0,0813100
India,2023,2024,02,MY Exp. to EU,200.0,0813100
India,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
India,2023,2024,02,Food Use Dom. Cons.,450.0,0813100
India,2023,2024,02,Feed Waste Dom. Cons.,6705.0,0813100
India,2023,2024,02,Total Dom. Cons.,7155.0,0813100
India,2023,2024,02,Ending Stocks,265.0,0813100
India,2023,2024,02,Total Distribution,8620.0,0813100
India,2023,2024,02,CY Imports,50.0,0813100
India,2023,2024,02,CY Imp. from U.S.,0.0,0813100
India,2023,2024,02,CY Exports,600.0,0813100
India,2023,2024,02,CY Exp. to U.S.,130.0,0813100
India,2023,2024,02,SME,6705.0,0813100
Iran,2023,2024,02,Crush,2900.0,0813100
Iran,2023,2024,02,"Extr. Rate, 999.9999",0.7786,0813100
Iran,2023,2024,02,Beginning Stocks,204.0,0813100
Iran,2023,2024,02,Production,2258.0,0813100
Iran,2023,2024,02,MY Imports,900.0,0813100
Iran,2023,2024,02,MY Imp. from U.S.,0.0,0813100
Iran,2023,2024,02,MY Imp. from EU,0.0,0813100
Iran,2023,2024,02,Total Supply,3362.0,0813100
Iran,2023,2024,02,MY Exports,0.0,0813100
Iran,2023,2024,02,MY Exp. to EU,0.0,0813100
Iran,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Iran,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Iran,2023,2024,02,Feed Waste Dom. Cons.,3100.0,0813100
Iran,2023,2024,02,Total Dom. Cons.,3100.0,0813100
Iran,2023,2024,02,Ending Stocks,262.0,0813100
Iran,2023,2024,02,Total Distribution,3362.0,0813100
Iran,2023,2024,02,CY Imports,1500.0,0813100
Iran,2023,2024,02,CY Imp. from U.S.,0.0,0813100
Iran,2023,2024,02,CY Exports,1.0,0813100
Iran,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Iran,2023,2024,02,SME,3100.0,0813100
Israel,2023,2024,02,Crush,325.0,0813100
Israel,2023,2024,02,"Extr. Rate, 999.9999",0.7785,0813100
Israel,2023,2024,02,Beginning Stocks,72.0,0813100
Israel,2023,2024,02,Production,253.0,0813100
Israel,2023,2024,02,MY Imports,350.0,0813100
Israel,2023,2024,02,MY Imp. from U.S.,70.0,0813100
Israel,2023,2024,02,MY Imp. from EU,0.0,0813100
Israel,2023,2024,02,Total Supply,675.0,0813100
Israel,2023,2024,02,MY Exports,0.0,0813100
Israel,2023,2024,02,MY Exp. to EU,0.0,0813100
Israel,2023,2024,02,Industrial Dom. Cons.,0.0,0813100
Israel,2023,2024,02,Food Use Dom. Cons.,0.0,0813100
Israel,2023,2024,02,Feed Waste Dom. Cons.,595.0,0813100
Israel,2023,2024,02,Total Dom. Cons.,595.0,0813100
Israel,2023,2024,02,Ending Stocks,80.0,0813100
Israel,2023,2024,02,Total Distribution,675.0,0813100
Israel,2023,2024,02,CY Imports,350.0,0813100
Israel,2023,2024,02,CY Imp. from U.S.,70.0,0813100
Israel,2023,2024,02,CY Exports,0.0,0813100
Israel,2023,2024,02,CY Exp. to U.S.,0.0,0813100
Israel,2023,2024,02,SME,595.0,0813100
Cote d'Ivoire,2023,2024,02,Crush,0.0,0813100
Cote d'Ivoire,2023,2024,02,"Extr. Rate, 999.9999",0.0,0813100
Cote d'Ivoire,2023,2024,02,Beginning Stocks,21.0,0813100
Cote d'Ivoire,2023,2024,02,Production,0.0,0813100
Cote d'Ivoire,2023,2024,02,MY Imports,160.0,0813100
Cote d'Ivoire,2023,2024,02,MY Imp. from U.S.,0.0,0813100
Cote d'Ivoire,2023,2024,02,MY Imp. from EU,0.0,0813100
