CO_NCM,NO_NCM_POR,CO_ISIC_SECAO,NO_ISIC_SECAO,CO_CUCI_GRUPO,NO_CUCI_GRUPO
29081100,Pentaclorofenol (ISO) e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081911,4-Cloro-m-cresol e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081912,Diclorofenóis e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081913,p-Clorofenol,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081914,Triclorofenóis e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081915,Tetraclorofenóis e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081919,"Outros derivados halogenados e seus sais, com cloro",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081921,"2,4,6-Tribromofenol",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081929,"Outros derivados halogenados e seus sais, com bromo",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29081990,Outros derivados halogenados e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29082010,"Derivados sulfonados dos fenóis, seus sais e ésteres",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29082090,"Derivados sulfonados dos fenóis-alcoóis, sais e ésteres",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089011,"4, 6-dinitro-o-cresol e seus sais",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089012,P-nitrofenol e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089013,Ácido pícrico,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089014,Dinoseb e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089019,"Outros derivados nitrados dos fenóis/fenóis-alcoóis, seus sais",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089021,Disofenol,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089029,Outros derivados nitroalogenados dos fenóis/fenóis-alcoóis,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089090,"Outros derivados nitrosados, etc, dos fenóis/fenóis-alcoóis",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089100,Dinoseb (ISO) e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089200,"4,6-dinitro-o-cresol (dnoc (iso)) e seus sais",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089911,"4, 6-dinitro-o-cresol e seus sais",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089912,p-Nitrofenol e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089913,Ácido pícrico,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089919,Outros derivados nitrados e seus sais,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089921,Disofenol,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089929,Outros derivados nitroalogenados,C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089930,"Derivados sulfonados de fenol, seus sais e seus ésteres",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29089990,"Outros derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou dos fenóis-álcoois",C,Indústria de Transformação,512,"Álcoois, fenóis, fenóis-álcoois, e seus derivados halogenados, sulfonados, nitrados ou nitrosados"
29091100,Éter dietílico (óxido de dietila),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29091910,Éter metil-ter-butílico (MTBE),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29091920,Sevoflurano,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29091990,"Outros éteres acíclicos e seus derivados halogenados, etc.",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29092000,"Éteres ciclânicos, ciclênicos, cicloterpênicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29093011,Anetol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29093012,Éter difenílico (eter fenílico),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29093013,Éter dibenzílico (eter benzílico),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29093014,Éter feniletil-isoamílico,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29093019,Outros éteres aromáticos,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29093021,Oxifluorfeno,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29093023,"Éteres hexa-, hepta- ou octabromodifenílicos",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29093029,"Outros derivados halogenados, etc, dos éteres aromáticos",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094100,"2,2'-Oxidietanol (dietilenoglicol)",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094200,Éteres monometílicos do etilenoglicol/dietilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094310,Éteres monobutílicos do etilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094320,Éteres monobutílicos do dietilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094411,Éter etílico do etilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094412,Éter isobutílico do etilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094413,Éter hexílico do etilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094419,Outros éteres monoalquílicos do etilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094421,Éter etílico do dietilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094429,Outros éteres monoalquílicos do dietilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094910,Guaifenesina,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094921,Trietilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094922,Tetraetilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094923,Pentaetilenoglicol e seus éteres,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094924,Éter fenílico do etilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094929,Outros etilenoglicóis e seus éteres,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094931,Dipropilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094932,"Éteres do mono-, di- e tripropilenoglicol",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094939,Outros propilenoglicóis e seus éteres,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094941,Éter etílico do butilenoglicol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094949,Butilenoglicóis e outros éteres,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094950,Álcool fenoxibenzílico,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29094990,"Outros éteres-alcoóis e seus derivados halogenados, etc.",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29095011,Triclosan,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29095012,Eugenol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29095013,Isoeugenol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29095019,Outros éteres-fenóis,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29095090,"Éteres-alcoóis-fenóis e seus derivados halogenados, etc.",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29096011,Hidroperóxido de diisopropilbenzeno,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29096012,Hidroperóxido de ter-butila,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29096013,Hidroperóxido de p-mentano,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29096019,"Outros hidroperóxidos de alcoóis, éteres, cetonas e derivados",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29096020,"Peróxidos de alcoóis, éteres, cetonas, derivados halogenados, etc.",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29096090,"Outros peróxidos de álcoois, peróxidos de éteres, peróxidos de acetais e de hemiacetais, peróxidos de cetonas, e seus derivados halogenados, sulfonados, nitrados ou nitrosados",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29101000,Oxirano (óxido de etileno),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29102000,Metiloxirano (óxido de propileno),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29103000,"1-cloro-2, 3-epoxipropano (epicloridrina)",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29104000,Dieldrin,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29105000,Endrin (ISO),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29109010,Óxido de estireno,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29109020,Dieldrin,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29109030,Endrin,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29109090,"Outros epóxidos, epoxialcoóis, etc, com três átomos no ciclo",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29110010,Dimetilacetal do 2-nitrobenzaldeído,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29110090,"Outros acetais e hemiacetais, mesmo que contenham outras funções oxigenadas, e seus derivados halogenados, sulfonados, nitrados ou nitrosados",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121100,Metanal (formaldeído),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121200,Etanal (acetaldeído),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121300,"Butanal (butiraldeído, isômero normal)",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121911,Glioxal,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121912,Glutaraldeído,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121919,Outros dialdeídos,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121921,Citral,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121922,"Citronelal (3,7-dimetil-6-octenal)",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121923,"Bergamal (3,7-dimetil-2-metileno-6-octenal)",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121929,Outros monoaldeídos não saturados,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121991,Heptanal,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29121999,Outros aldeídos acíclicos não contendo outras funções oxigenadas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29122100,Benzaldeído (aldeído benzóico),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29122910,Aldeído alfa-amilcinâmico,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29122920,Aldeído alfa-hexilcinâmico,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29122990,Outros aldeídos cíclicos não contendo outras funções oxigenadas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29123010,4-(4-hidroxi-4metilpentil)-3-cicloexeno-1-carboxialdeid,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29123090,Outros aldeídos-alcoóis,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29124100,Vanilina (aldeído metilprotocatéquico),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29124200,Etilvanilina (aldeído etilprotocatéquico),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29124910,3-Fenoxibenzaldeído,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29124920,3-Hidroxibenzaldeído,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29124930,"3,4,5-Trimetoxibenzaldeído",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29124941,4-(4-Hidroxi-4-metilpentil)-3-cicloexeno-1-carboxialdeído,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29124949,Outros aldeídos-alcoóis,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29124990,"Outros aldeídos-éteres, aldeídos-fenóis e com funções oxigenadas",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29125000,Polímeros cíclicos dos aldeídos,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29126000,Paraformaldeído,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29130010,Tricloroacetaldeído,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29130090,"Outros derivados halogenados, sulfonados, etc, dos aldeídos",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141100,Acetonas que não contenham outras funções oxigenadas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141200,Butanona (metiletilcetona),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141300,4-Metilpentan-2-ona (metilisobutilcetona),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141910,Forona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141921,Acetilacetona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141922,Acetonilacetona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141923,Diacetila,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141929,Outras dicetonas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141930,Metilexilcetona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141940,Pseudoiononas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141950,Metilisopropilcetona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29141990,Outras cetonas acíclicas não contendo outras funções oxigenadas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29142100,Cânfora,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29142210,Cicloexanona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29142220,Metilcicloexanonas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29142310,Iononas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29142320,Metiliononas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29142910,Carvona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29142920,1-mentona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29142990,"Outras cetonas ciclânicas, etc, não contendo outras funções oxigenadas",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29143100,Fenilacetona (fenilpropan-2-ona),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29143910,Acetofenona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29143990,"Outras cetonas aromáticas, não contendo outras funções oxigenadas",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29144010,4-hidroxi-4-metilpentano-2-ona (diacetona álcool),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29144091,Benzoína,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29144099,Outras cetonas-alcoóis e cetonas-aldeídos,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29145010,Nabumetona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29145020,"1,8-Diidroxi-3-metil-9-antrona e sua forma enólica (crisarobina ou chrysarobin)",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29145090,Outras cetonas-fenóis e cetonas contendo outras funções oxigenadas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29146100,Antraquinona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29146200,Coenzima Q10 (ubidecarenona (DCI)),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29146910,Lapachol,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29146920,Menadiona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29146990,Outras quinonas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147011,1-Cloro-5-hexanona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147019,Outros derivados halogenados das cetonas e quinonas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147021,Bissulfito sódico de menadiona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147022,Ácido 2-hidroxi-4-metoxibenzofenona-5-sulfônico (sulisobenzona),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147029,Outros derivados sulfonados das cetonas e quinonas,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147090,"Outras cetonas, mesmo contendo outras funções oxigenadas",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147100,Clordecona (ISO),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147911,1-Cloro-5-hexanona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147919,Outros derivados halogenados,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147921,Bissulfito sódico de menadiona,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147922,Ácido 2-hidroxi-4-metoxibenzofenona-5-sulfônico (sulisobenzona),C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147929,Outros derivados sulfonados,C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29147990,"Outros derivados halogenados, nitrados ou nitrosados",C,Indústria de Transformação,516,Outros produtos químicos orgânicos
29151100,Ácido fórmico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29151210,"Sal de sódio, do ácido fórmico",C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29151290,Outros sais do ácido fórmico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29151310,"Éster de geranila, do ácido fórmico",C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29151390,Outros ésteres do ácido fórmico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29152100,Ácido acético,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29152200,Acetato de sódio,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29152300,Acetato de cobalto,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29152400,Anidrido acético,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29152900,Outros sais do ácido acético,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29152910,Acetato de sódio,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29152920,Acetatos de cobalto,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29152990,Outros sais do ácido acético,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153100,Acetato de etila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153200,Acetato de vinila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153300,Acetato de n-butila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153400,Acetato de isobutila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153500,Acetato de 2-etoxietila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153600,Acetato de dinoseb,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153910,Acetato de linalila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153921,Triacetina,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153929,Outros acetatos de glicerila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153931,Acetato de n-propila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153932,Acetato de 2-etoxietila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153939,"Outros acetatos monoalcoóis acíclicos saturados, átomo de c <= 8",C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153941,Acetato de decila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153942,Acetato de hexenila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153951,Acetato de benzestrol,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153952,Acetato de dienoestrol,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153953,Acetato de hexestrol,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153954,Acetato de mestilbol,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153955,Acetato de estildestrol,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153961,Acetato de tricloro-alfa-feniletila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153962,Acetato de triclorometilfenilcarbinila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153963,Diacetato de etilenoglicol (diacetato de etileno),C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153991,Ésteres de 2-ter-butilcicloexila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153992,Ésteres de bornila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153993,Ésteres de dimetilbenzilcarbinila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153994,Bis(p-acetoxifenil)cicloexilidenometano (ciclofenil),C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29153999,Outros ésteres do ácido acético,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29154010,Ácido monocloroacético,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29154020,Monocloroacetato de sódio,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29154090,"Ácido di- ou tricloroacético, seus sais e ésteres",C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29155010,Acido propiônico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29155020,Sais do ácido propiônico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29155030,Ésteres do ácido propiônico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29156011,Acido butírico e seus sais,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29156012,Butirato de etila,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29156019,Outros ésteres do ácido butírico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29156021,Acido piválico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29156029,Ácido valérico e seus outros sais e ésteres,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29157010,"Ácido palmítico, seus sais e ésteres",C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29157011,Ácido palmítico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29157019,Outros sais e ésteres do ácido palmítico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29157020,Ácido esteárico (ácido monocarboxílico acíclico saturado),C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29157031,Sais de zinco do ácido esteárico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
29157039,Outros sais do ácido esteárico,C,Indústria de Transformação,513,"Ácidos carboxílicos e seus anidridos, halogenetos, peróxidos e perácidos e seus derivados"
